Province,Centres,Zones,Neighbourhood,Dwelling Type ,Bachelor,1 Bedroom,2 Bedroom,3 Bedroom +,Total,Year,Centre_id,Zone_id,Rent ID
Que,Montréal,Sainte-Geneviève/Senneville etc.,Senneville/Roxboro-Pierrefonds,Apt & Other,607.0,748.0,862.0,952.0,828.0,2018,centre6,Zone43,Rent_190
Que,Montréal,Sainte-Geneviève/Senneville etc.,L'Île-Bizard/Sainte-Geneviève,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone43,Rent_191
Que,Montréal,Sainte-Geneviève/Senneville etc.,L'Île-Bizard/Sainte-Geneviève,Apt & Other,510.0,620.0,730.0,0.0,705.0,2018,centre6,Zone43,Rent_192
Que,Montréal,Mercier,Mercier,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone44,Rent_193
Que,Montréal,Mercier,Mercier,Apt & Other,600.0,608.0,712.0,1033.0,735.0,2018,centre6,Zone44,Rent_194
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Montréal-Est,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone45,Rent_195
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Montréal-Est,Apt & Other,0.0,0.0,0.0,0.0,732.0,2018,centre6,Zone45,Rent_196
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Pointe-aux-Trembles,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone45,Rent_197
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Pointe-aux-Trembles,Apt & Other,562.0,601.0,707.0,868.0,708.0,2018,centre6,Zone45,Rent_198
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Rivière-des-Prairies,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone45,Rent_199
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Rivière-des-Prairies,Apt & Other,0.0,574.0,752.0,813.0,739.0,2018,centre6,Zone45,Rent_200
Que,Montréal,Chomedey/Sainte-Dorothée,Sainte-Dorothée,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone46,Rent_201
Que,Montréal,Chomedey/Sainte-Dorothée,Sainte-Dorothée,Apt & Other,0.0,692.0,801.0,1050.0,867.0,2018,centre6,Zone46,Rent_202
Que,Montréal,Chomedey/Sainte-Dorothée,Chomedey,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone46,Rent_203
Que,Montréal,Chomedey/Sainte-Dorothée,Chomedey,Apt & Other,628.0,785.0,883.0,1220.0,888.0,2018,centre6,Zone46,Rent_204
Que,Montréal,Laval-des-Rapides,Laval-des-Rapides,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone47,Rent_205
Que,Montréal,Laval-des-Rapides,Laval-des-Rapides,Apt & Other,592.0,620.0,729.0,851.0,709.0,2018,centre6,Zone47,Rent_206
Que,Montréal,Pont-Viau,Pont-Viau,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone48,Rent_207
Que,Montréal,Pont-Viau,Pont-Viau,Apt & Other,773.0,798.0,731.0,776.0,762.0,2018,centre6,Zone48,Rent_208
Que,Montréal,St-François/St-Vincent/Duvernay,Duvernay,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone49,Rent_209
Que,Montréal,St-François/St-Vincent/Duvernay,Duvernay,Apt & Other,0.0,0.0,762.0,0.0,740.0,2018,centre6,Zone49,Rent_210
Que,Montréal,St-François/St-Vincent/Duvernay,Saint-Vincent-de-Paul,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone49,Rent_211
Que,Montréal,St-François/St-Vincent/Duvernay,Saint-Vincent-de-Paul,Apt & Other,541.0,685.0,707.0,753.0,701.0,2018,centre6,Zone49,Rent_212
Que,Montréal,St-François/St-Vincent/Duvernay,Saint-François,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone49,Rent_213
Que,Montréal,St-François/St-Vincent/Duvernay,Saint-François,Apt & Other,0.0,608.0,682.0,819.0,723.0,2018,centre6,Zone49,Rent_214
Que,Montréal,Vimont/Auteuil,Vimont,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone50,Rent_215
Que,Montréal,Vimont/Auteuil,Vimont,Apt & Other,0.0,613.0,748.0,1028.0,748.0,2018,centre6,Zone50,Rent_216
Que,Montréal,Vimont/Auteuil,Auteuil,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone50,Rent_217
Que,Montréal,Vimont/Auteuil,Auteuil,Apt & Other,0.0,819.0,786.0,0.0,803.0,2018,centre6,Zone50,Rent_218
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Sainte-Rose,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone51,Rent_219
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Sainte-Rose,Apt & Other,538.0,613.0,755.0,912.0,756.0,2018,centre6,Zone51,Rent_220
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Fabreville,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone51,Rent_221
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Fabreville,Apt & Other,0.0,683.0,773.0,831.0,777.0,2018,centre6,Zone51,Rent_222
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Laval-Ouest,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone51,Rent_223
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Laval-Ouest,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone51,Rent_224
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Deux-Montagnes,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,Rent_225
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Deux-Montagnes,Apt & Other,0.0,686.0,765.0,865.0,784.0,2018,centre6,Zone52,Rent_226
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Sainte-Marthe-sur-le-Lac,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,Rent_227
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Sainte-Marthe-sur-le-Lac,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,Rent_228
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Saint-Eustache,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,Rent_229
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Saint-Eustache,Apt & Other,538.0,679.0,719.0,781.0,719.0,2018,centre6,Zone52,Rent_230
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,St-Joseph-du-Lac/Pte-Calumet/Oka,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,Rent_231
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,St-Joseph-du-Lac/Pte-Calumet/Oka,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,Rent_232
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Mirabel/Saint-Placide,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone52,Rent_233
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Mirabel/Saint-Placide,Apt & Other,0.0,0.0,737.0,933.0,813.0,2018,centre6,Zone52,Rent_234
Que,Montréal,Blainville/Ste-Thérèse etc.,Boisbriand,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone53,Rent_235
Que,Montréal,Blainville/Ste-Thérèse etc.,Boisbriand,Apt & Other,0.0,0.0,726.0,811.0,766.0,2018,centre6,Zone53,Rent_236
Que,Montréal,Blainville/Ste-Thérèse etc.,Sainte-Thérèse,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone53,Rent_237
Que,Montréal,Blainville/Ste-Thérèse etc.,Sainte-Thérèse,Apt & Other,563.0,663.0,746.0,891.0,768.0,2018,centre6,Zone53,Rent_238
Que,Montréal,Blainville/Ste-Thérèse etc.,Lorraine/Rosemère/Blainville,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone53,Rent_239
Que,Montréal,Blainville/Ste-Thérèse etc.,Lorraine/Rosemère/Blainville,Apt & Other,0.0,0.0,858.0,863.0,861.0,2018,centre6,Zone53,Rent_240
Que,Montréal,Blainville/Ste-Thérèse etc.,Bois-des-Filion,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone53,Rent_241
Que,Montréal,Blainville/Ste-Thérèse etc.,Bois-des-Filion,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone53,Rent_242
Que,Montréal,Blainville/Ste-Thérèse etc.,Sainte-Anne-des-Plaines,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone53,Rent_243
Que,Montréal,Blainville/Ste-Thérèse etc.,Sainte-Anne-des-Plaines,Apt & Other,0.0,730.0,765.0,0.0,765.0,2018,centre6,Zone53,Rent_244
Que,Montréal,Mascouche/Terrebonne etc.,Terrebonne,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone54,Rent_245
Que,Montréal,Mascouche/Terrebonne etc.,Terrebonne,Apt & Other,528.0,697.0,729.0,838.0,726.0,2018,centre6,Zone54,Rent_246
Que,Montréal,Mascouche/Terrebonne etc.,Lachenaie,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone54,Rent_247
Que,Montréal,Mascouche/Terrebonne etc.,Lachenaie,Apt & Other,0.0,727.0,840.0,0.0,823.0,2018,centre6,Zone54,Rent_248
Que,Montréal,Mascouche/Terrebonne etc.,Mascouche,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone54,Rent_249
Que,Montréal,Mascouche/Terrebonne etc.,Mascouche,Apt & Other,0.0,678.0,836.0,1045.0,839.0,2018,centre6,Zone54,Rent_250
Que,Montréal,Mascouche/Terrebonne etc.,La Plaine,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone54,Rent_251
Que,Montréal,Mascouche/Terrebonne etc.,La Plaine,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone54,Rent_252
Que,Montréal,L'Assomption/Lavaltrie etc.,Charlemagne,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone55,Rent_253
Que,Montréal,L'Assomption/Lavaltrie etc.,Charlemagne,Apt & Other,492.0,639.0,801.0,952.0,790.0,2018,centre6,Zone55,Rent_254
Que,Montréal,L'Assomption/Lavaltrie etc.,Repentigny,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone55,Rent_255
Que,Montréal,L'Assomption/Lavaltrie etc.,Repentigny,Apt & Other,552.0,620.0,716.0,796.0,705.0,2018,centre6,Zone55,Rent_256
Que,Montréal,L'Assomption/Lavaltrie etc.,Le Gardeur,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone55,Rent_257
Que,Montréal,L'Assomption/Lavaltrie etc.,Le Gardeur,Apt & Other,0.0,0.0,750.0,0.0,761.0,2018,centre6,Zone55,Rent_258
Que,Montréal,L'Assomption/Lavaltrie etc.,L'Assomption/St-Sulpice,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone55,Rent_259
Que,Montréal,L'Assomption/Lavaltrie etc.,L'Assomption/St-Sulpice,Apt & Other,0.0,0.0,846.0,0.0,862.0,2018,centre6,Zone55,Rent_260
Que,Montréal,L'Assomption/Lavaltrie etc.,L'Épiphanie/St-Gerard-Majella,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone55,Rent_261
Que,Montréal,L'Assomption/Lavaltrie etc.,L'Épiphanie/St-Gerard-Majella,Apt & Other,0.0,0.0,737.0,928.0,758.0,2018,centre6,Zone55,Rent_262
Que,Montréal,L'Assomption/Lavaltrie etc.,Lavaltrie,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone55,Rent_263
Que,Montréal,L'Assomption/Lavaltrie etc.,Lavaltrie,Apt & Other,0.0,0.0,780.0,0.0,822.0,2018,centre6,Zone55,Rent_264
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Saint-Antoine,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone56,Rent_265
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Saint-Antoine,Apt & Other,0.0,557.0,652.0,712.0,634.0,2018,centre6,Zone56,Rent_266
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Saint-Jérôme,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone56,Rent_267
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Saint-Jérôme,Apt & Other,517.0,618.0,687.0,832.0,686.0,2018,centre6,Zone56,Rent_268
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Lafontaine,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone56,Rent_269
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Lafontaine,Apt & Other,0.0,577.0,664.0,897.0,720.0,2018,centre6,Zone56,Rent_270
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Bellefeuille/St-Colomban/Gore,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone56,Rent_271
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Bellefeuille/St-Colomban/Gore,Apt & Other,0.0,619.0,730.0,841.0,725.0,2018,centre6,Zone56,Rent_272
Que,Montréal,Longueuil,Longueuil,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone57,Rent_273
Que,Montréal,Longueuil,Longueuil,Apt & Other,538.0,662.0,783.0,825.0,745.0,2018,centre6,Zone57,Rent_274
Que,Montréal,Boucherville/Brossard etc.,Saint-Lambert,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone58,Rent_275
Que,Montréal,Boucherville/Brossard etc.,Saint-Lambert,Apt & Other,826.0,787.0,903.0,0.0,867.0,2018,centre6,Zone58,Rent_276
Que,Montréal,Boucherville/Brossard etc.,Lemoyne,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone58,Rent_277
Que,Montréal,Boucherville/Brossard etc.,Lemoyne,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone58,Rent_278
Que,Montréal,Boucherville/Brossard etc.,Greenfield Park,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone58,Rent_279
Que,Montréal,Boucherville/Brossard etc.,Greenfield Park,Apt & Other,519.0,668.0,793.0,928.0,739.0,2018,centre6,Zone58,Rent_280
Que,Montréal,Boucherville/Brossard etc.,Brossard,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone58,Rent_281
Que,Montréal,Boucherville/Brossard etc.,Brossard,Apt & Other,703.0,875.0,889.0,902.0,885.0,2018,centre6,Zone58,Rent_282
Que,Montréal,Boucherville/Brossard etc.,Saint-Hubert,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone58,Rent_283
Que,Montréal,Boucherville/Brossard etc.,Saint-Hubert,Apt & Other,535.0,654.0,771.0,847.0,744.0,2018,centre6,Zone58,Rent_284
Que,Montréal,Boucherville/Brossard etc.,Boucherville,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone58,Rent_285
Que,Montréal,Boucherville/Brossard etc.,Boucherville,Apt & Other,0.0,736.0,722.0,894.0,770.0,2018,centre6,Zone58,Rent_286
Que,Montréal,Beauharnois/La Prairie/Léry etc.,La Prairie,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone59,Rent_287
Que,Montréal,Beauharnois/La Prairie/Léry etc.,La Prairie,Apt & Other,0.0,649.0,829.0,785.0,805.0,2018,centre6,Zone59,Rent_288
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Candiac,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone59,Rent_289
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Candiac,Apt & Other,0.0,617.0,794.0,818.0,760.0,2018,centre6,Zone59,Rent_290
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Delson,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone59,Rent_291
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Delson,Apt & Other,0.0,685.0,675.0,829.0,699.0,2018,centre6,Zone59,Rent_292
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Sainte-Catherine,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone59,Rent_293
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Sainte-Catherine,Apt & Other,0.0,672.0,785.0,0.0,761.0,2018,centre6,Zone59,Rent_294
Que,Montréal,Beauharnois/La Prairie/Léry etc.,St-Constant/St-Mathieu/St-Philippe,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone59,Rent_295
Que,Montréal,Beauharnois/La Prairie/Léry etc.,St-Constant/St-Mathieu/St-Philippe,Apt & Other,0.0,692.0,835.0,930.0,833.0,2018,centre6,Zone59,Rent_296
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Châteauguay/Léry,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone59,Rent_297
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Châteauguay/Léry,Apt & Other,537.0,679.0,711.0,776.0,707.0,2018,centre6,Zone59,Rent_298
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Saint-Isidore/Ville de Mercier,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone59,Rent_299
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Saint-Isidore/Ville de Mercier,Apt & Other,0.0,0.0,643.0,0.0,652.0,2018,centre6,Zone59,Rent_300
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Maple Grove/Beauharnois,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone59,Rent_301
Que,Montréal,Beauharnois/La Prairie/Léry etc.,Maple Grove/Beauharnois,Apt & Other,0.0,0.0,685.0,0.0,669.0,2018,centre6,Zone59,Rent_302
Que,Montréal,Beloeil/McMasterville etc.,Saint-Bruno-de-Montarville,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone60,Rent_303
Que,Montréal,Beloeil/McMasterville etc.,Saint-Bruno-de-Montarville,Apt & Other,0.0,729.0,907.0,1062.0,911.0,2018,centre6,Zone60,Rent_304
Que,Montréal,Beloeil/McMasterville etc.,Saint-Basile-le-Grand,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone60,Rent_305
Que,Montréal,Beloeil/McMasterville etc.,Saint-Basile-le-Grand,Apt & Other,0.0,0.0,825.0,952.0,854.0,2018,centre6,Zone60,Rent_306
Que,Montréal,Beloeil/McMasterville etc.,McMasterville,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone60,Rent_307
Que,Montréal,Beloeil/McMasterville etc.,McMasterville,Apt & Other,0.0,0.0,797.0,0.0,782.0,2018,centre6,Zone60,Rent_308
Que,Montréal,Beloeil/McMasterville etc.,Beloeil,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone60,Rent_309
Que,Montréal,Beloeil/McMasterville etc.,Beloeil,Apt & Other,0.0,610.0,744.0,0.0,778.0,2018,centre6,Zone60,Rent_310
Que,Montréal,Beloeil/McMasterville etc.,Ste-Julie/St-Mathieu-de-Beloeil,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone60,Rent_311
Que,Montréal,Beloeil/McMasterville etc.,Ste-Julie/St-Mathieu-de-Beloeil,Apt & Other,631.0,664.0,843.0,857.0,810.0,2018,centre6,Zone60,Rent_312
Que,Montréal,Beloeil/McMasterville etc.,Saint-Amable,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone60,Rent_313
Que,Montréal,Beloeil/McMasterville etc.,Saint-Amable,Apt & Other,0.0,0.0,637.0,0.0,668.0,2018,centre6,Zone60,Rent_314
Que,Montréal,Beloeil/McMasterville etc.,Varennes,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone60,Rent_315
Que,Montréal,Beloeil/McMasterville etc.,Varennes,Apt & Other,0.0,0.0,701.0,0.0,760.0,2018,centre6,Zone60,Rent_316
Que,Montréal,Beloeil/McMasterville etc.,Verchères,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone60,Rent_317
Que,Montréal,Beloeil/McMasterville etc.,Verchères,Apt & Other,0.0,0.0,605.0,0.0,614.0,2018,centre6,Zone60,Rent_318
Que,Montréal,Carignan/Chambly/St-Mathias etc.,Otterburn Park,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone61,Rent_319
Que,Montréal,Carignan/Chambly/St-Mathias etc.,Otterburn Park,Apt & Other,0.0,0.0,740.0,0.0,733.0,2018,centre6,Zone61,Rent_320
Que,Montréal,Carignan/Chambly/St-Mathias etc.,Mont-Saint-Hilaire,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone61,Rent_321
Que,Montréal,Carignan/Chambly/St-Mathias etc.,Mont-Saint-Hilaire,Apt & Other,0.0,636.0,804.0,982.0,836.0,2018,centre6,Zone61,Rent_322
Que,Montréal,Carignan/Chambly/St-Mathias etc.,St-Mathias-sur-Richelieu,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone61,Rent_323
Que,Montréal,Carignan/Chambly/St-Mathias etc.,St-Mathias-sur-Richelieu,Apt & Other,0.0,0.0,0.0,0.0,650.0,2018,centre6,Zone61,Rent_324
Que,Montréal,Carignan/Chambly/St-Mathias etc.,Carignan/Chambly,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone61,Rent_325
Que,Montréal,Carignan/Chambly/St-Mathias etc.,Carignan/Chambly,Apt & Other,480.0,546.0,818.0,845.0,770.0,2018,centre6,Zone61,Rent_326
Que,Montréal,Carignan/Chambly/St-Mathias etc.,Richelieu,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone61,Rent_327
Que,Montréal,Carignan/Chambly/St-Mathias etc.,Richelieu,Apt & Other,0.0,771.0,752.0,741.0,745.0,2018,centre6,Zone61,Rent_328
Que,Montréal,ND-de-L'île-Perrot/Pincourt etc.,N.D.-Île-Perr./Pinc./T.-Vaudr./Île-Perr.,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone62,Rent_329
Que,Montréal,ND-de-L'île-Perrot/Pincourt etc.,N.D.-Île-Perr./Pinc./T.-Vaudr./Île-Perr.,Apt & Other,429.0,630.0,818.0,889.0,781.0,2018,centre6,Zone62,Rent_330
Que,Montréal,ND-de-L'île-Perrot/Pincourt etc.,Vaudreuil-Soulanges North,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone62,Rent_331
Que,Montréal,ND-de-L'île-Perrot/Pincourt etc.,Vaudreuil-Soulanges North,Apt & Other,518.0,573.0,823.0,898.0,811.0,2018,centre6,Zone62,Rent_332
Que,Montréal,ND-de-L'île-Perrot/Pincourt etc.,Vaudreuil-Soulanges South,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone62,Rent_333
Que,Montréal,ND-de-L'île-Perrot/Pincourt etc.,Vaudreuil-Soulanges South,Apt & Other,0.0,0.0,848.0,0.0,842.0,2018,centre6,Zone62,Rent_334
Que,Montréal,ND-de-L'île-Perrot/Pincourt etc.,St-Lazare/Hudson,Row,0.0,0.0,915.0,0.0,915.0,2018,centre6,Zone62,Rent_335
Que,Montréal,ND-de-L'île-Perrot/Pincourt etc.,St-Lazare/Hudson,Apt & Other,0.0,0.0,0.0,0.0,1037.0,2018,centre6,Zone62,Rent_336
Que,Montréal,Saint-Jean,Saint-Jean,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone63,Rent_337
Que,Montréal,Saint-Jean,Saint-Jean,Apt & Other,474.0,585.0,721.0,741.0,687.0,2018,centre6,Zone63,Rent_338
Que,Montréal,Iberville,Iberville,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone64,Rent_339
Que,Montréal,Iberville,Iberville,Apt & Other,0.0,507.0,692.0,689.0,667.0,2018,centre6,Zone64,Rent_340
Que,Montréal,Saint-Luc,Saint-Athanase,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone65,Rent_341
Que,Montréal,Saint-Luc,Saint-Athanase,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone65,Rent_342
Que,Montréal,Saint-Luc,L'Acadie/Saint-Luc,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone65,Rent_343
Que,Montréal,Saint-Luc,L'Acadie/Saint-Luc,Apt & Other,0.0,0.0,795.0,778.0,783.0,2018,centre6,Zone65,Rent_344
Que,Montréal,Saint-Lin–Laurentides V,Saint-Lin–Laurentides V,Row,0.0,0.0,0.0,0.0,0.0,2018,centre6,Zone66,Rent_345
Que,Montréal,Saint-Lin–Laurentides V,Saint-Lin–Laurentides V,Apt & Other,0.0,0.0,698.0,736.0,686.0,2018,centre6,Zone66,Rent_346
Que,Gatineau,Hull,Centre-ville,Row,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone67,Rent_347
Que,Gatineau,Hull,Centre-ville,Apt & Other,502.0,656.0,880.0,944.0,754.0,2018,centre7,Zone67,Rent_348
Que,Gatineau,Hull,Lac-des-Fées/Mont-Bleu/Hautes-Plaines,Row,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone67,Rent_349
Que,Gatineau,Hull,Lac-des-Fées/Mont-Bleu/Hautes-Plaines,Apt & Other,578.0,728.0,833.0,929.0,795.0,2018,centre7,Zone67,Rent_350
Que,Gatineau,Aylmer,Les Golfs,Row,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone68,Rent_351
Que,Gatineau,Aylmer,Les Golfs,Apt & Other,0.0,0.0,803.0,0.0,791.0,2018,centre7,Zone68,Rent_352
Que,Gatineau,Aylmer,Lac-Deschênes,Row,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone68,Rent_353
Que,Gatineau,Aylmer,Lac-Deschênes,Apt & Other,668.0,751.0,848.0,1125.0,824.0,2018,centre7,Zone68,Rent_354
Que,Gatineau,Aylmer,Le Plateau,Row,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone68,Rent_355
Que,Gatineau,Aylmer,Le Plateau,Apt & Other,0.0,725.0,953.0,962.0,901.0,2018,centre7,Zone68,Rent_356
Que,Gatineau,Gatineau,Rivière-Gatineau/Les Rapides,Row,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone69,Rent_357
Que,Gatineau,Gatineau,Rivière-Gatineau/Les Rapides,Apt & Other,660.0,655.0,759.0,790.0,721.0,2018,centre7,Zone69,Rent_358
Que,Gatineau,Gatineau,Du Moulin,Row,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone69,Rent_359
Que,Gatineau,Gatineau,Du Moulin,Apt & Other,0.0,629.0,760.0,841.0,764.0,2018,centre7,Zone69,Rent_360
Que,Gatineau,Gatineau,Rivière-Blanche,Row,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone69,Rent_361
Que,Gatineau,Gatineau,Rivière-Blanche,Apt & Other,0.0,626.0,758.0,843.0,760.0,2018,centre7,Zone69,Rent_362
Que,Gatineau,Gatineau,Masson-Angers,Row,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone69,Rent_363
Que,Gatineau,Gatineau,Masson-Angers,Apt & Other,0.0,0.0,672.0,0.0,653.0,2018,centre7,Zone69,Rent_364
Que,Gatineau,Gatineau,Buckingham,Row,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone69,Rent_365
Que,Gatineau,Gatineau,Buckingham,Apt & Other,0.0,542.0,621.0,0.0,617.0,2018,centre7,Zone69,Rent_366
Que,Gatineau,Peripheral,Cantley,Row,0.0,0.0,0.0,0.0,0.0,2018,centre7,Zone70,Rent_367
